source,service,cve,exploit_prob,target,privilege
192.168.176.179,shadow package in SuSE 8.0 allows local users to destroy the /etc/passwd and /etc/shadow files or assign extra group privileges to some users by changing filesize limits before calling programs that modify the files.,CVE-2002-0762,0.00042,192.168.223.98,User
192.168.176.179,Buffer overflow in Novell GroupWise 6.0.1 Support Pack 1 allows remote attackers to execute arbitrary code via a long RCPT TO command.,CVE-2002-1088,0.05255,192.168.223.98,User
192.168.176.179,"nss_ldap earlier than 121, when run with nscd (name service caching daemon), allows remote attackers to cause a denial of service via a flood of LDAP requests.",CVE-2000-1045,0.00401,192.168.223.98,User
192.168.176.179,Format string vulnerability in screen 3.9.5 and earlier allows local users to gain root privileges via format characters in the vbell_msg initialization variable.,CVE-2000-0901,0.00042,192.168.223.98,Root
192.168.176.179,"The bna_pass program in Optivity NETarchitect uses the PATH environmental variable for finding the ""rm"" program, which allows local users to execute arbitrary commands.",CVE-2000-0009,0.00042,192.168.21.16,User
192.168.176.179,"Courier sqwebmail before 0.40.0 does not quickly drop privileges after startup in certain cases, which could allow local users to read arbitrary files.",CVE-2002-1311,0.00042,192.168.21.16,User
192.168.176.179,"Red-M 1050 (Bluetooth Access Point) uses case insensitive passwords, which makes it easier for attackers to conduct a brute force guessing attack due to the smaller space of possible passwords.",CVE-2002-0394,0.00182,192.168.21.16,User
192.168.176.179,"Unknown vulnerability in netprint in IRIX 6.2, and possibly other versions, allows local users with lp privileges attacker to execute arbitrary commands via the -n option.",CVE-2001-0485,0.00042,192.168.21.16,User
192.168.176.179,The FTP server on Cisco Content Service 11000 series switches (CSS) before WebNS 4.01B23s and WebNS 4.10B13s allows an attacker who is an FTP user to read and write arbitrary files via GET or PUT commands.,CVE-2001-0621,0.00254,192.168.48.107,User
192.168.176.179,vold in Solaris 2.x allows local users to gain root access.,CVE-1999-0134,0.00044,192.168.48.107,Root
192.168.92.79,Utah-glx in Mesa before 3.3-14 on Mandrake Linux 7.2 allows local users to overwrite arbitrary files via a symlink attack on the /tmp/glxmemory file.,CVE-2001-0474,0.00042,192.168.21.16,User
192.168.92.79,Performance Metrics Collector Daemon (PMCD) in Performance Copilot in IRIX 6.x allows remote attackers to cause a denial of service (resource exhaustion) via an extremely long string to the PMCD port.,CVE-2000-1193,0.02874,192.168.21.16,User
192.168.92.79,Buffer overflow in the Window.External function in the JScript Scripting Engine in Internet Explorer 4.01 SP1 and earlier allows remote attackers to execute arbitrary commands via a malicious web page.,CVE-1999-1093,0.00282,192.168.21.16,User
192.168.92.79,"Unknown vulnerability in autofs on AIX 4.3.0, when using executable maps, allows attackers to execute arbitrary commands as root, possibly related to ""string handling around how the executable map is called.""",CVE-2002-1548,0.00044,192.168.223.98,Root
192.168.92.79,"Internet Explorer 4.01 allows remote attackers to read arbitrary files by pasting a file name into the file upload control, aka untrusted scripted paste.",CVE-1999-0870,0.0315,192.168.223.98,User
192.168.92.79,Format string vulnerability in nslookupComplain function in BIND 4 allows remote attackers to gain root privileges.,CVE-2001-0013,0.00887,192.168.223.98,Root
192.168.2.47,"Cross-site scripting vulnerability in the SQLXML component of Microsoft SQL Server 2000 allows an attacker to execute arbitrary script via the root parameter as part of an XML SQL query, aka ""Script Injection via XML Tag.""",CVE-2002-0187,0.00612,192.168.176.179,Root
192.168.2.47,AIX piodmgrsu command allows local users to gain additional group privileges.,CVE-1999-0094,0.00042,192.168.176.179,User
192.168.2.47,"Listening TCP ports are sequentially allocated, allowing spoofing attacks.",CVE-1999-0074,0.00244,192.168.176.179,User
192.168.2.47,CWD ~root command in ftpd allows root access.,CVE-1999-0082,0.015,192.168.48.107,Root
192.168.2.47,Denial of service in Windows NT DNS servers through malicious packet which contains a response to a query that wasn't made.,CVE-1999-0274,0.7756,192.168.48.107,User
192.168.2.47,"csstart program in iCal 2.1 Patch 2 uses relative pathnames to install the libsocket and libnsl libraries, which could allow the icsuser account to gain root privileges by creating a Trojan Horse library in the current or parent directory.",CVE-2000-1074,0.01501,192.168.48.107,Root
192.168.2.47,"crontab in Vixie cron 3.0.1 and earlier does not properly drop privileges after the failed parsing of a modification operation, which could allow a local attacker to gain additional privileges when an editor is called to correct the error.",CVE-2001-0559,0.00042,192.168.223.98,User
192.168.2.47,"Format string vulnerability in stunnel before 3.22 when used in client mode for (1) smtp, (2) pop, or (3) nntp allows remote malicious servers to execute arbitrary code.",CVE-2002-0002,0.01079,192.168.223.98,User
192.168.2.47,CWD ~root command in ftpd allows root access.,CVE-1999-0082,0.015,192.168.223.98,Root
192.168.2.47,Format string vulnerability in nslookupComplain function in BIND 4 allows remote attackers to gain root privileges.,CVE-2001-0013,0.00887,192.168.223.98,Root
192.168.21.16,Help and Support Center for Windows XP allows remote attackers to delete arbitrary files via a link to the hcp: protocol that accesses uplddrvinfo.htm.,CVE-2002-0974,0.0237,192.168.223.98,User
192.168.21.16,authenticate.cgi CGI program in Aplio PRO allows remote attackers to execute arbitrary commands via shell metacharacters in the password parameter.,CVE-2000-0923,0.09243,192.168.223.98,User
192.168.21.16,Buffer overflow in Novell GroupWise 6.0.1 Support Pack 1 allows remote attackers to execute arbitrary code via a long RCPT TO command.,CVE-2002-1088,0.05255,192.168.223.98,User
192.168.21.16,"ZoneAlarm 2.1.10 and earlier does not filter UDP packets with a source port of 67, which allows remote attackers to bypass the firewall rules.",CVE-2000-0339,0.02942,192.168.48.107,User
192.168.21.16,"Unknown vulnerability in netprint in IRIX 6.2, and possibly other versions, allows local users with lp privileges attacker to execute arbitrary commands via the -n option.",CVE-2001-0485,0.00042,192.168.48.107,User
192.168.21.16,GnoRPM before 0.95 allows local users to modify arbitrary files via a symlink attack.,CVE-2000-0948,0.00042,192.168.2.47,User
192.168.21.16,UnixWare uidadmin allows local users to modify arbitrary files via a symlink attack.,CVE-1999-0836,0.0016,192.168.2.47,User
192.168.21.16,"nss_ldap earlier than 121, when run with nscd (name service caching daemon), allows remote attackers to cause a denial of service via a flood of LDAP requests.",CVE-2000-1045,0.00401,192.168.176.179,User
192.168.21.16,webmin 0.84 and earlier allows local users to overwrite and create arbitrary files via a symlink attack.,CVE-2001-0222,0.00042,192.168.176.179,User
192.168.21.16,The AMaViS virus scanner 0.2.0-pre4 and earlier allows remote attackers to execute arbitrary commands as root via an infected mail message with shell metacharacters in the reply-to field.,CVE-1999-1512,0.01165,192.168.92.79,Root
192.168.21.16,Buffer overflow in dlvr_audit for Caldera OpenServer 5.0.5 and 5.0.6 allows local users to gain root privileges.,CVE-2002-0442,0.00042,192.168.92.79,Root
