source,target,user_prob,root_prob
10.0.146.254,10.0.180.187,0.003955,0
10.0.146.254,10.0.71.215,0.004375,0
10.0.146.254,10.0.75.129,0.036482499999999994,0
10.0.146.254,10.0.188.98,0.010233333333333332,0.00044
10.0.146.254,10.0.237.21,0.0035050000000000003,0
10.0.146.254,10.0.30.157,0.006203333333333334,0.00281
10.0.143.161,10.0.250.207,0.013907500000000001,0
10.0.143.161,10.0.85.223,0.0185375,0
10.0.143.161,10.0.221.222,0.04366,0
10.0.143.161,10.0.136.93,0.0076950000000000005,0
10.0.143.161,10.0.83.92,0.0124,0
10.0.143.161,10.0.125.244,0.012783333333333334,0.01501
10.0.143.161,10.0.180.187,0.03285,0.01165
10.0.143.161,10.0.124.121,0.47541,0.473465
10.0.143.161,10.0.141.57,0.00425,0
10.0.75.188,10.0.180.187,0.0083325,0
10.0.75.188,10.0.148.91,0.0074875,0
10.0.39.166,10.0.2.17,0.006466666666666666,0.00042
10.0.39.166,10.0.161.146,0.032005,0.004645
10.0.39.166,10.0.221.222,0.021277499999999998,0
10.0.39.166,10.0.220.79,0.009649999999999999,0
10.0.39.166,10.0.143.161,0.01918,0.01165
10.0.39.166,10.0.35.249,0.475325,0.01247
10.0.39.166,10.0.196.246,0.026914999999999998,0
10.0.39.166,10.0.125.244,0.0145725,0
10.0.39.166,10.0.250.207,0.222645,0
10.0.39.166,10.0.118.16,0.00656,0
10.0.39.166,10.0.75.188,0.0102975,0
10.0.39.166,10.0.146.254,0.24143749999999997,0
10.0.39.166,10.0.207.243,0.0033525,0
10.0.39.166,10.0.44.135,0.01744,0.00192
10.0.39.166,10.0.188.98,0.014699999999999998,0.00042
10.0.39.166,10.0.71.215,0.005072500000000001,0
10.0.39.166,10.0.148.91,0.003285,0.000545
10.0.39.166,10.0.230.179,0.0300175,0
10.0.39.166,10.0.65.191,0.047322499999999997,0
10.0.39.166,10.0.180.187,0.015116666666666667,0.00887
10.0.39.166,10.0.108.114,0.01597,0.002745
10.0.39.166,10.0.183.125,0.026600000000000002,0
10.0.39.166,10.0.185.71,0.03401666666666667,0.00281
10.0.39.166,10.0.30.157,0.006253333333333333,0.00044
10.0.39.166,10.0.45.159,0.0045650000000000005,0.024210000000000002
10.0.39.166,10.0.78.131,0.00101,0.004654999999999999
10.0.39.166,10.0.141.57,0.012902499999999999,0
10.0.39.166,10.0.17.224,0.020196666666666665,0.00042
10.0.39.166,10.0.237.21,0.02514,0
10.0.39.166,10.0.89.182,0.0061266666666666665,0.03341
10.0.39.166,10.0.139.83,0.0106925,0
10.0.39.166,10.0.90.185,0.05616,0
10.0.39.166,10.0.129.241,0.0032775,0
10.0.39.166,10.0.136.93,0.016895,0
10.0.39.166,10.0.22.96,0.0012625,0
10.0.129.241,10.0.252.244,0.00601,0.00043000000000000004
10.0.129.241,10.0.180.187,0.00144,0.00042
10.0.129.241,10.0.141.57,0.0058425,0
10.0.129.241,10.0.2.17,0.0416425,0
10.0.129.241,10.0.90.185,0.0018433333333333333,0.00065
10.0.129.241,10.0.89.182,0.0041325,0
10.0.129.241,10.0.124.121,0.003753333333333333,0.00042
10.0.129.241,10.0.75.188,0.0219375,0
10.0.129.241,10.0.44.135,0.0006266666666666666,0.01596
10.0.129.241,10.0.85.223,0.008375,0
10.0.129.241,10.0.237.21,0.0118775,0
10.0.129.241,10.0.22.96,0.004425,0
10.0.129.241,10.0.143.161,0.022866666666666664,0.00061
10.0.129.241,10.0.17.224,0.28214333333333336,0.00044
10.0.129.241,10.0.250.207,0.028599999999999997,0
10.0.129.241,10.0.185.71,0.00419,0
10.0.129.241,10.0.30.157,0.029644999999999998,0
10.0.22.96,10.0.75.188,0.011483333333333333,0.015
10.0.22.96,10.0.185.71,0.0009833333333333332,0.00042
10.0.22.96,10.0.65.191,0.0804975,0
10.0.22.96,10.0.139.83,0.0353025,0
10.0.22.96,10.0.183.125,0.01521,0
10.0.22.96,10.0.45.159,0.006895,0
10.0.22.96,10.0.90.185,0.0035933333333333334,0.00042
10.0.22.96,10.0.75.129,0.010660000000000001,0.93793
10.0.22.96,10.0.17.224,0.21208,0
10.0.22.96,10.0.22.207,0.0025399999999999997,0
10.0.22.96,10.0.180.187,0.0079425,0
10.0.22.96,10.0.250.207,0.035695000000000005,0
10.0.22.96,10.0.188.98,0.0050175,0
10.0.35.249,10.0.207.243,0.001725,0
10.0.35.249,10.0.230.179,0.035815,0
10.0.35.249,10.0.146.254,0.06225333333333333,0.00042
10.0.35.249,10.0.71.215,0.025744999999999997,0
10.0.35.249,10.0.141.57,0.0199425,0
10.0.35.249,10.0.22.96,0.0035933333333333334,0.00042
10.0.35.249,10.0.148.91,0.028503333333333335,0.01165
10.0.35.249,10.0.75.129,0.032459999999999996,0
10.0.35.249,10.0.136.93,0.020903333333333333,0.00612
10.0.35.249,10.0.125.244,0.01512,0
10.0.35.249,10.0.143.161,0.01541,0
10.0.35.249,10.0.221.222,0.0068650000000000004,0
10.0.35.249,10.0.252.244,0.011415,0.002745
10.0.35.249,10.0.118.16,0.00571,0
10.0.30.157,10.0.146.254,0.0063,0
10.0.90.185,10.0.196.246,0.0645475,0
10.0.90.185,10.0.71.215,0.00593,0.00042
10.0.90.185,10.0.17.224,0.005235,0
10.0.90.185,10.0.22.207,0.005246666666666667,0.01596
10.0.90.185,10.0.139.83,0.051292500000000005,0
10.0.90.185,10.0.250.207,0.1982,0
10.0.90.185,10.0.2.17,0.00193,0
10.0.90.185,10.0.30.157,0.055605,0
10.0.90.185,10.0.220.79,0.01436,0.00042
10.0.90.185,10.0.237.21,0.0038766666666666667,0.00044
10.0.90.185,10.0.44.135,0.0029133333333333333,0.10945
10.0.90.185,10.0.252.244,0.016139999999999998,0
10.0.90.185,10.0.143.161,0.004383333333333334,0.01596
10.0.90.185,10.0.124.121,0.0006150000000000001,0
10.0.90.185,10.0.141.57,0.02384,0
10.0.90.185,10.0.45.159,0.0071075,0
10.0.90.185,10.0.39.166,0.0017275,0
10.0.90.185,10.0.118.16,0.0065699999999999995,0
10.0.90.185,10.0.136.93,0.0027125000000000005,0
10.0.90.185,10.0.22.96,0.008073333333333333,0.01165
10.0.90.185,10.0.125.244,0.00477,0
10.0.90.185,10.0.188.98,0.25429,0
10.0.90.185,10.0.146.254,0.0041466666666666666,0.00887
10.0.65.191,10.0.39.166,0.0367325,0
10.0.65.191,10.0.146.254,0.01296,0.00192
10.0.65.191,10.0.2.17,0.003285,0
10.0.65.191,10.0.22.207,0.02636,0
10.0.65.191,10.0.141.57,0.00237,0.01596
10.0.65.191,10.0.221.222,0.0080775,0
10.0.65.191,10.0.75.188,0.022,0
10.0.65.191,10.0.183.125,0.0049325,0
10.0.65.191,10.0.35.249,0.08946250000000001,0
10.0.65.191,10.0.17.224,0.018590000000000002,0
10.0.65.191,10.0.188.98,0.10812333333333335,0.00042
10.0.65.191,10.0.78.131,0.00218,0
10.0.65.191,10.0.207.243,0.010656666666666667,0.00507
10.0.65.191,10.0.89.182,0.011275,0
10.0.65.191,10.0.85.223,0.049077499999999996,0
10.0.65.191,10.0.45.159,0.00843,0.00042
10.0.65.191,10.0.83.92,0.004635,0
10.0.65.191,10.0.136.93,0.018076666666666668,0.00042
10.0.65.191,10.0.237.21,0.01593,0
10.0.65.191,10.0.180.187,0.0189225,0
10.0.65.191,10.0.196.246,0.004366666666666667,0.00887
10.0.65.191,10.0.71.215,0.018697500000000002,0
10.0.65.191,10.0.90.185,0.005123333333333333,0.10945
10.0.65.191,10.0.230.179,0.005050000000000001,0
10.0.65.191,10.0.250.207,0.0053025,0
10.0.65.191,10.0.139.83,0.011416666666666665,0.00044
10.0.65.191,10.0.30.157,0.0072925,0
10.0.65.191,10.0.161.146,0.0091025,0
10.0.65.191,10.0.118.16,0.004556666666666666,0.00042
10.0.65.191,10.0.220.79,0.022446666666666667,0.00074
10.0.65.191,10.0.22.96,0.00558,0
10.0.65.191,10.0.44.135,0.023309999999999997,0
10.0.65.191,10.0.108.114,0.24209,0
10.0.65.191,10.0.75.129,0.027410000000000004,0
10.0.65.191,10.0.148.91,0.014895,0.01247
10.0.78.131,10.0.75.129,0.00794,0
10.0.78.131,10.0.196.246,0.00206,0
10.0.78.131,10.0.39.166,0.01088,0.00042
10.0.78.131,10.0.136.93,0.00423,0.00042
10.0.78.131,10.0.75.188,0.010182499999999999,0
10.0.78.131,10.0.146.254,0.0038933333333333333,0.00061
10.0.78.131,10.0.44.135,0.0009975000000000001,0
10.0.78.131,10.0.65.191,0.021374999999999998,0
10.0.78.131,10.0.237.21,0.0183,0.00507
10.0.78.131,10.0.220.79,0.020567500000000002,0
10.0.78.131,10.0.183.125,0.004103333333333333,0.00044
10.0.78.131,10.0.89.182,0.11264666666666667,0.00074
10.0.78.131,10.0.35.249,0.008675,0
10.0.78.131,10.0.85.223,0.0004275,0
10.0.78.131,10.0.129.241,0.018123333333333335,0.01311
10.0.78.131,10.0.83.92,0.009265,0.00771
10.0.78.131,10.0.22.96,0.03884666666666666,0.00042
10.0.78.131,10.0.230.179,0.047203333333333326,0.00044
10.0.78.131,10.0.207.243,0.0038399999999999997,0.016925000000000003
10.0.78.131,10.0.108.114,0.0174775,0
10.0.78.131,10.0.90.185,0.2948566666666667,0.015
10.0.78.131,10.0.221.222,0.0027075,0
10.0.78.131,10.0.45.159,0.011529999999999999,0
10.0.78.131,10.0.143.161,0.04832,0
10.0.78.131,10.0.161.146,0.08611,0
10.0.78.131,10.0.30.157,0.005827499999999999,0
10.0.78.131,10.0.185.71,0.004484999999999999,0
10.0.78.131,10.0.22.207,0.0258375,0
10.0.78.131,10.0.252.244,0.32109666666666664,0.00044
10.0.78.131,10.0.148.91,0.057486666666666665,0.00042
10.0.78.131,10.0.180.187,0.03994333333333333,0.00044
10.0.78.131,10.0.2.17,0.0117375,0
10.0.78.131,10.0.71.215,0.10681666666666667,0.01165
10.0.78.131,10.0.17.224,0.00947,0.00042
10.0.78.131,10.0.124.121,0.03495,0
10.0.141.57,10.0.118.16,0.00305,0
10.0.141.57,10.0.30.157,0.0379675,0
10.0.141.57,10.0.83.92,0.002435,0.004804999999999999
10.0.141.57,10.0.44.135,0.0311,0
10.0.141.57,10.0.207.243,0.0114,0.00042
10.0.141.57,10.0.65.191,0.0277975,0
10.0.141.57,10.0.85.223,0.00227,0.00042
10.0.141.57,10.0.124.121,0.021707499999999998,0
10.0.141.57,10.0.183.125,0.027046666666666667,0.01596
10.0.141.57,10.0.143.161,0.00648,0.00042
10.0.141.57,10.0.78.131,0.002105,0
10.0.141.57,10.0.237.21,0.025609999999999997,0.00042
10.0.141.57,10.0.188.98,0.009412499999999999,0
10.0.141.57,10.0.221.222,0.0011275,0
10.0.141.57,10.0.125.244,0.0028333333333333335,0.01596
10.0.141.57,10.0.196.246,0.014217500000000001,0
10.0.141.57,10.0.139.83,0.20641249999999997,0
10.0.141.57,10.0.108.114,0.0109825,0
10.0.141.57,10.0.89.182,0.4015666666666666,0.00042
10.0.141.57,10.0.75.188,0.12229999999999999,0
10.0.141.57,10.0.2.17,0.04229,0
10.0.141.57,10.0.161.146,0.002735,0.00043000000000000004
10.0.141.57,10.0.90.185,0.027455,0
10.0.141.57,10.0.230.179,0.0127575,0
10.0.141.57,10.0.250.207,0.021067500000000003,0
10.0.141.57,10.0.252.244,0.02408,0
10.0.141.57,10.0.146.254,0.0428275,0
10.0.141.57,10.0.39.166,0.02123,0
10.0.141.57,10.0.22.96,0.0072,0.000515
10.0.141.57,10.0.22.207,0.025625,0.00819
10.0.141.57,10.0.220.79,0.303,0.00042
10.0.141.57,10.0.35.249,0.0025725,0
10.0.141.57,10.0.185.71,0.01092,0.00074
10.0.141.57,10.0.45.159,0.00465,0.00042
10.0.141.57,10.0.136.93,0.007755,0
10.0.141.57,10.0.180.187,0.02123,0.002745
10.0.141.57,10.0.129.241,0.023687499999999997,0
10.0.141.57,10.0.17.224,0.0006850000000000001,0
10.0.141.57,10.0.71.215,0.012076666666666666,0.00887
10.0.89.182,10.0.39.166,0.014947499999999999,0
10.0.183.125,10.0.220.79,0.0190275,0
10.0.183.125,10.0.22.96,0.00866,0.00044
10.0.183.125,10.0.78.131,0.007303333333333333,0.00042
10.0.183.125,10.0.85.223,0.0369375,0
10.0.183.125,10.0.141.57,0.00664,0.00887
10.0.183.125,10.0.83.92,0.015384999999999998,0
10.0.183.125,10.0.89.182,0.0610775,0
10.0.183.125,10.0.30.157,0.010033333333333333,0.00044
10.0.183.125,10.0.45.159,0.011770000000000001,0.00192
10.0.183.125,10.0.252.244,0.070715,0.004869999999999999
10.0.183.125,10.0.146.254,0.232155,0
10.0.183.125,10.0.35.249,0.02402,0
10.0.183.125,10.0.44.135,0.003146666666666667,0.00061
10.0.183.125,10.0.185.71,0.10359,0
10.0.183.125,10.0.39.166,0.019396666666666666,0.00044
10.0.183.125,10.0.75.129,0.028666666666666663,0.00042
10.0.183.125,10.0.207.243,0.07565749999999999,0
10.0.183.125,10.0.71.215,0.00155,0.00042
10.0.183.125,10.0.136.93,0.25981666666666664,0.02452
10.0.183.125,10.0.90.185,0.2785033333333333,0.00507
10.0.183.125,10.0.2.17,0.018235,0
10.0.250.207,10.0.230.179,0.00828,0
10.0.250.207,10.0.39.166,0.0020475,0
10.0.250.207,10.0.220.79,0.00042,0.008885
10.0.250.207,10.0.45.159,0.0009325,0
10.0.250.207,10.0.118.16,0.0014800000000000002,0.00507
10.0.250.207,10.0.22.96,0.016066666666666663,0.00043
10.0.250.207,10.0.188.98,0.00615,0.043173333333333334
10.0.250.207,10.0.90.185,0.020705,0
10.0.250.207,10.0.161.146,0.010544999999999999,0
10.0.250.207,10.0.141.57,0.005965000000000001,0
10.0.250.207,10.0.30.157,0.00938,0
10.0.250.207,10.0.85.223,0.01172,0.00065
10.0.250.207,10.0.44.135,0.1054625,0
10.0.250.207,10.0.35.249,0.32299333333333335,0.015
10.0.250.207,10.0.143.161,0.012795,0
10.0.250.207,10.0.2.17,0.19866499999999998,0
10.0.250.207,10.0.207.243,0.035890000000000005,0.00042
10.0.250.207,10.0.180.187,0.20521,0
10.0.250.207,10.0.146.254,0.0096575,0
10.0.250.207,10.0.78.131,0.03610666666666667,0.00887
10.0.250.207,10.0.75.129,0.036175,0
10.0.250.207,10.0.89.182,0.23218,0
10.0.250.207,10.0.252.244,0.007247499999999999,0
10.0.250.207,10.0.136.93,0.013903333333333332,0.00042
10.0.250.207,10.0.185.71,0.012636666666666666,0.00612
10.0.250.207,10.0.71.215,0.0341875,0
10.0.252.244,10.0.44.135,0.0099675,0
10.0.252.244,10.0.141.57,0.0051266666666666665,0.00192
10.0.252.244,10.0.17.224,0.10200000000000002,0.009
10.0.252.244,10.0.22.207,0.0046225,0
10.0.252.244,10.0.35.249,0.013490000000000002,0.00042
10.0.252.244,10.0.124.121,0.0209,0.3130366666666667
10.0.252.244,10.0.129.241,0.015872499999999998,0
10.0.252.244,10.0.146.254,0.0082725,0
10.0.252.244,10.0.85.223,0.08615,0
10.0.252.244,10.0.118.16,0.029097500000000002,0
10.0.252.244,10.0.148.91,0.0015249999999999999,0.00677
10.0.252.244,10.0.22.96,0.00868,0.004645
10.0.252.244,10.0.125.244,0.00404,0
10.0.252.244,10.0.89.182,0.2719833333333333,0.00074
10.0.252.244,10.0.45.159,0.0123375,0
10.0.252.244,10.0.220.79,0.009077499999999999,0
10.0.252.244,10.0.71.215,0.046009999999999995,0
10.0.252.244,10.0.161.146,0.00907,0.00887
10.0.124.121,10.0.136.93,0.0361475,0
10.0.124.121,10.0.252.244,0.016165000000000002,0
10.0.124.121,10.0.75.188,0.12476749999999999,0
10.0.124.121,10.0.129.241,0.046475,0.00042
10.0.124.121,10.0.89.182,0.0033900000000000007,0
10.0.124.121,10.0.2.17,0.0193675,0
10.0.124.121,10.0.161.146,0.001885,0
10.0.124.121,10.0.207.243,0.02097,0.00061
10.0.124.121,10.0.35.249,0.06455333333333334,0.00042
10.0.124.121,10.0.85.223,0.00342,0
10.0.124.121,10.0.78.131,0.013075,0
10.0.124.121,10.0.90.185,0.005683333333333333,0.00887
10.0.124.121,10.0.125.244,0.21130750000000004,0
10.0.124.121,10.0.22.96,0.0304075,0
10.0.124.121,10.0.143.161,0.0081625,0
10.0.124.121,10.0.65.191,0.0029025,0
10.0.124.121,10.0.188.98,0.022297499999999998,0
10.0.124.121,10.0.75.129,0.0117375,0
10.0.124.121,10.0.148.91,0.0067675,0
10.0.124.121,10.0.108.114,0.22395749999999998,0
10.0.124.121,10.0.230.179,0.011123333333333332,0.009
10.0.124.121,10.0.250.207,0.0041075,0
10.0.124.121,10.0.118.16,0.0141925,0
10.0.124.121,10.0.39.166,0.008926666666666668,0.01165
10.0.124.121,10.0.221.222,0.02817,0
10.0.124.121,10.0.17.224,0.008724999999999998,0
10.0.118.16,10.0.139.83,0.0030175,0
10.0.118.16,10.0.250.207,0.004915,0
10.0.118.16,10.0.65.191,0.2484475,0
10.0.118.16,10.0.207.243,0.01351,0
10.0.118.16,10.0.125.244,0.27372,0.00042
10.0.118.16,10.0.185.71,0.2415275,0
10.0.118.16,10.0.161.146,0.2983633333333333,0.00042
10.0.118.16,10.0.252.244,0.0837475,0
10.0.118.16,10.0.141.57,0.08007,0
10.0.161.146,10.0.2.17,0.15930666666666665,0.01311
10.0.161.146,10.0.250.207,0.00874,0
10.0.161.146,10.0.180.187,0.01722333333333333,0.01596
10.0.161.146,10.0.30.157,0.03522666666666666,0.00887
10.0.161.146,10.0.35.249,0.007904999999999999,0
10.0.161.146,10.0.124.121,0.42021,0
10.0.161.146,10.0.75.188,0.034477499999999994,0
10.0.161.146,10.0.207.243,0.228985,0
10.0.161.146,10.0.237.21,0.31478999999999996,0.00042
10.0.161.146,10.0.141.57,0.131655,0
10.0.161.146,10.0.188.98,0.0053125,0
10.0.161.146,10.0.85.223,0.33425666666666665,0.00042
10.0.161.146,10.0.78.131,0.0304975,0
10.0.161.146,10.0.220.79,0.00054,0.01501
10.0.161.146,10.0.136.93,0.019752500000000003,0
10.0.161.146,10.0.75.129,0.0117275,0
10.0.161.146,10.0.71.215,0.04351,0.006765
10.0.161.146,10.0.183.125,0.07694249999999998,0
10.0.161.146,10.0.17.224,0.009315,0
10.0.161.146,10.0.90.185,0.0051275,0
10.0.161.146,10.0.22.96,0.0053175,0
10.0.22.207,10.0.196.246,0.035335000000000005,0
10.0.22.207,10.0.75.129,0.025045,0
10.0.22.207,10.0.180.187,0.113885,0.0077150000000000005
10.0.22.207,10.0.188.98,0.040895,0
10.0.22.207,10.0.141.57,0.0077675,0
10.0.22.207,10.0.148.91,0.00784,0.00042
10.0.22.207,10.0.136.93,0.012555,0
10.0.22.207,10.0.39.166,0.01179,0.001216666666666667
10.0.22.207,10.0.108.114,0.01504,0.009
10.0.22.207,10.0.118.16,0.01843,0
10.0.22.207,10.0.139.83,0.24005749999999998,0
10.0.22.207,10.0.83.92,0.034917500000000004,0
10.0.22.207,10.0.129.241,0.0372975,0
10.0.22.207,10.0.85.223,0.0111725,0
10.0.22.207,10.0.207.243,0.0238925,0
10.0.22.207,10.0.124.121,0.01727,0.00044
10.0.22.207,10.0.45.159,0.008306666666666665,0.00065
10.0.22.207,10.0.17.224,0.0039325,0
10.0.22.207,10.0.250.207,0.0019425000000000002,0
10.0.22.207,10.0.125.244,0.000505,0.05503
10.0.22.207,10.0.183.125,0.0004566666666666667,0.03341
10.0.22.207,10.0.221.222,0.020006666666666666,0.00042
10.0.22.207,10.0.90.185,0.025526666666666666,0.00061
10.0.22.207,10.0.237.21,0.010245,0
10.0.22.207,10.0.22.96,0.0223125,0
10.0.22.207,10.0.161.146,0.0015466666666666667,0.00044
10.0.22.207,10.0.65.191,0.03437,0
10.0.22.207,10.0.30.157,0.007136666666666666,0.00887
10.0.22.207,10.0.230.179,0.0815925,0
10.0.75.129,10.0.252.244,0.017373333333333334,0.00507
10.0.75.129,10.0.221.222,0.20000249999999997,0
10.0.75.129,10.0.180.187,0.002636666666666667,0.009
10.0.75.129,10.0.90.185,0.0072766666666666665,0.009
10.0.75.129,10.0.220.79,0.14567666666666668,0.01311
10.0.75.129,10.0.65.191,0.00911,0.00061
10.0.75.129,10.0.2.17,0.0039325,0
10.0.75.129,10.0.237.21,0.0056433333333333335,0.00044
10.0.75.129,10.0.146.254,0.009795,0
10.0.75.129,10.0.185.71,0.016050000000000002,0
10.0.75.129,10.0.22.96,0.01722,0
10.0.75.129,10.0.89.182,0.0078825,0
10.0.75.129,10.0.143.161,0.024792500000000002,0
10.0.75.129,10.0.230.179,0.0064,0
10.0.75.129,10.0.161.146,0.045512500000000004,0
10.0.75.129,10.0.125.244,0.041833333333333333,0.00281
10.0.75.129,10.0.83.92,0.014877499999999998,0
10.0.75.129,10.0.139.83,0.0288975,0
10.0.75.129,10.0.148.91,0.046553333333333335,0.00043
10.0.75.129,10.0.45.159,0.0038233333333333335,0.00074
10.0.75.129,10.0.250.207,0.208445,0
10.0.75.129,10.0.108.114,0.0027575000000000004,0
10.0.108.114,10.0.185.71,0.024185,0
10.0.108.114,10.0.252.244,0.004116666666666667,0.00042
10.0.108.114,10.0.161.146,0.02452,0
10.0.108.114,10.0.22.207,0.0348575,0
10.0.108.114,10.0.118.16,0.00838,0
10.0.108.114,10.0.75.188,0.27313499999999996,0
10.0.108.114,10.0.89.182,0.0056675,0
10.0.108.114,10.0.220.79,0.0855325,0
10.0.108.114,10.0.125.244,0.0004425,0
10.0.108.114,10.0.65.191,0.001385,0.004645
10.0.108.114,10.0.39.166,0.003745,0
10.0.108.114,10.0.143.161,0.013943333333333334,0.00042
10.0.108.114,10.0.136.93,0.0008466666666666667,0.00044
10.0.108.114,10.0.17.224,0.10921,0
10.0.108.114,10.0.207.243,0.02845,0.01165
10.0.108.114,10.0.250.207,0.10071666666666666,0.00612
10.0.108.114,10.0.124.121,0.009053333333333332,0.00044
10.0.108.114,10.0.30.157,0.00417,0
10.0.108.114,10.0.221.222,0.0059725,0
10.0.108.114,10.0.146.254,0.014580000000000001,0.006035
10.0.108.114,10.0.83.92,0.24036500000000002,0
10.0.108.114,10.0.141.57,0.0011566666666666667,0.00042
10.0.108.114,10.0.183.125,0.015297499999999999,0
10.0.108.114,10.0.78.131,0.0022,0.00044
10.0.108.114,10.0.22.96,0.029903333333333334,0.01596
10.0.108.114,10.0.2.17,0.09052,0
10.0.108.114,10.0.71.215,0.0166575,0
10.0.108.114,10.0.85.223,0.08369,0
10.0.108.114,10.0.196.246,0.0032500000000000003,0
10.0.108.114,10.0.237.21,0.02497333333333333,0.00042
10.0.108.114,10.0.180.187,0.32463333333333333,0.00042
10.0.108.114,10.0.75.129,0.0015775000000000001,0
10.0.108.114,10.0.188.98,0.016705,0
10.0.220.79,10.0.22.207,0.00671,0
10.0.220.79,10.0.2.17,0.012300000000000002,0
10.0.220.79,10.0.185.71,0.000925,0
10.0.220.79,10.0.85.223,0.026055000000000002,0
10.0.220.79,10.0.129.241,0.018136666666666666,0.00042
10.0.220.79,10.0.188.98,0.00229,0.00042
10.0.220.79,10.0.39.166,0.014899999999999998,0
10.0.220.79,10.0.89.182,0.10154333333333333,0.02452
10.0.220.79,10.0.207.243,0.011699999999999999,0.00471
10.0.220.79,10.0.22.96,0.20462,0
10.0.220.79,10.0.143.161,0.009295,0
10.0.220.79,10.0.118.16,0.0186575,0
10.0.220.79,10.0.125.244,0.084105,0
10.0.220.79,10.0.250.207,0.024215,0.00042
10.0.220.79,10.0.161.146,0.0067975,0
10.0.220.79,10.0.65.191,0.04844249999999999,0
10.0.220.79,10.0.78.131,0.02004,0
10.0.220.79,10.0.75.188,0.022099999999999998,0
10.0.220.79,10.0.230.179,0.011536666666666667,0.00044
10.0.220.79,10.0.196.246,0.014816666666666667,0.01596
10.0.220.79,10.0.30.157,0.008873333333333332,0.00042
10.0.220.79,10.0.71.215,0.018123333333333335,0.10945
10.0.220.79,10.0.148.91,0.03129666666666667,0.01501
10.0.220.79,10.0.141.57,0.0011566666666666667,0.00042
10.0.220.79,10.0.90.185,0.036583333333333336,0.03341
10.0.220.79,10.0.44.135,0.0178,0.00061
10.0.220.79,10.0.108.114,0.00812,0.00042
10.0.220.79,10.0.75.129,0.0073525,0
10.0.220.79,10.0.17.224,0.00513,0
10.0.188.98,10.0.161.146,0.0459675,0
10.0.188.98,10.0.207.243,0.08872,0.00042
10.0.188.98,10.0.90.185,0.158005,0.47340000000000004
10.0.188.98,10.0.75.129,0.006953333333333333,0.00061
10.0.188.98,10.0.78.131,0.0068249999999999995,0
10.0.188.98,10.0.220.79,0.0029133333333333337,0.03341
10.0.188.98,10.0.124.121,0.011686666666666666,0.015
10.0.188.98,10.0.75.188,0.0032700000000000003,0.00042
10.0.188.98,10.0.17.224,0.0029066666666666668,0.00042
10.0.188.98,10.0.139.83,0.025462499999999996,0
10.0.188.98,10.0.180.187,0.00491,0.00042
10.0.188.98,10.0.183.125,0.00043000000000000004,0.476465
10.0.188.98,10.0.71.215,0.0642425,0
10.0.230.179,10.0.220.79,0.025470000000000003,0
10.0.230.179,10.0.90.185,0.010142499999999999,0
10.0.230.179,10.0.237.21,0.013319999999999999,0.00044
10.0.230.179,10.0.252.244,0.039592499999999996,0
10.0.148.91,10.0.161.146,0.17814,0.004654999999999999
10.0.148.91,10.0.30.157,0.00938,0
10.0.148.91,10.0.230.179,0.00182,0
10.0.148.91,10.0.17.224,0.00278,0.00044
10.0.148.91,10.0.180.187,0.01720333333333333,0.01501
